HIPNum1	HIPNum2	distance
8102	9094	6.525864
9347	10798	6.525958
5348	5268	6.531019
9487	11474	6.531911
7083	10138	6.536091
9884	11678	6.536297
7588	8240	6.536701
3821	43	6.539268
1562	2762	6.543103
9884	7981	6.554838
14328	11060	6.557209
1562	2337	6.557318
2081	2472	6.559077
3821	418	6.567367
1067	117730	6.568226
1562	117756	6.568414
3419	2381	6.569886
10064	8814	6.576025
7097	8832	6.577017
10064	12305	6.582803
9598	4446	6.584542
677	3031	6.586113
14135	13951	6.586636
8832	10296	6.587995
4427	7050	6.588792
5447	2942	6.590964
5447	7943	6.593567
3179	418	6.598908
14328	16587	6.601809
8645	8778	6.603067
4436	5175	6.603521
10064	12160	6.605295
4427	2611	6.606184
8645	6748	6.608245
13268	16177	6.610681
4436	3919	6.612820
10064	11486	6.612886
2021	11757	6.616049
8886	12821	6.618669
14328	17707	6.619449
3179	118116	6.623255
746	115218	6.628422
5348	7189	6.631260
7607	4998	6.632193
9236	5992	6.634107
10064	12181	6.637115
8102	6960	6.641279
3179	5688	6.643760
9598	16319	6.647543
10064	10793	6.651179
8903	6714	6.657495
6686	7786	6.658880
677	2475	6.659056
13268	16974	6.659682
4436	3604	6.660378
13209	15514	6.662369
9487	10324	6.664561
7097	9110	6.671785
13531	10115	6.673534
6537	5594	6.675098
6867	8820	6.676643
13209	11432	6.677407
746	115245	6.677929
8886	6486	6.682054
4436	5936	6.685162
13531	10830	6.685341
8886	8148	6.686288
8796	10670	6.689218
4427	124	6.690252
12706	11046	6.690749
4427	8362	6.695515
7607	9983	6.702926
5447	3881	6.708691
2920	1372	6.715746
2072	88	6.717642
13701	12562	6.719527
8102	7580	6.719615
13847	14187	6.723433
1562	1939	6.723960
7097	5454	6.727475
3419	1331	6.728101
8886	5518	6.728375
6867	4770	6.730230
9236	9685	6.731404
8645	7345	6.732272
765	116097	6.732792
5364	6589	6.733570
14135	16226	6.734880
13701	15776	6.736638
2920	106	6.738974
13268	12777	6.739266
2021	110256	6.745186
13701	12584	6.746442
14135	12093	6.747130
8903	6732	6.747886
9598	6522	6.749157
13268	11313	6.755859
4427	531	6.756055
14328	16340	6.764029
2072	117880	6.764173
1067	186	6.766003
4427	518	6.768093
8796	10535	6.768835
12706	12247	6.778195
13531	16447	6.781750
7083	9459	6.781839
6537	8497	6.782165
7083	3949	6.783731
14135	14036	6.791431
765	2240	6.793439
1562	3436	6.794479
8886	10729	6.799148
3821	1921	6.800238
2920	117957	6.806156
4436	4889	6.808565
8886	13700	6.811138
11767	94604	6.814303
7607	10830	6.818699
6686	2599	6.821754
3092	5544	6.822819
14328	16303	6.822943
14135	12387	6.824077
3092	3693	6.828207
7588	11258	6.831831
6686	4572	6.833372
8886	6242	6.838317
14328	11313	6.843533
13531	16424	6.844483
5447	3231	6.844904
13209	13834	6.846327
3821	3801	6.847132
8796	7147	6.847156
14328	16335	6.849676
4427	274	6.852829
3179	124	6.857805
7607	5251	6.861984
3092	2926	6.864356
11767	3132	6.865185
7607	8704	6.865349
8903	6706	6.865766
13268	14632	6.865977
2072	2256	6.866311
3092	1076	6.867543
13531	10633	6.868379
4427	8115	6.870073
13847	12611	6.871899
4436	6512	6.877645
9487	9622	6.879306
8796	9884	6.879661
1067	2568	6.880487
4436	5319	6.881987
8796	10644	6.886821
12706	12828	6.890381
13268	14626	6.892184
765	3807	6.899114
765	116389	6.901689
2021	110078	6.903188
3821	124	6.904925
6686	2377	6.905186
9640	6794	6.909459
9884	12189	6.912366
1562	635	6.915994
10064	11090	6.919383
1562	3193	6.921697
13209	15549	6.924171
8645	9622	6.928155
677	3092	6.928654
3419	1170	6.929279
3821	5566	6.930298
14135	13874	6.930510
8886	4475	6.933779
3419	2941	6.934484
9598	7050	6.935324
1562	910	6.936806
9640	9222	6.937121
9884	10280	6.937936
8796	10296	6.946010
8903	10540	6.946843
2920	3414	6.949200
7097	7819	6.950190
2920	967	6.953812
10064	12057	6.955506
677	118048	6.957952
6867	3903	6.959018
1562	664	6.960507
9007	9459	6.961320
677	1193	6.963743
8886	7078	6.965529
5364	7276	6.965858
6537	8664	6.966037
7607	9505	6.966213
9598	3641	6.969707
9640	6711	6.972241
2920	6093	6.973403
14328	16470	6.976398
14135	14040	6.977524
7607	5317	6.978599
3179	6686	6.981205
13847	15987	6.984570
14328	13339	6.984886
12706	13954	6.985942
2920	117863	6.987120
8645	7999	6.989024
746	207	6.989576
13209	10793	6.989976
1067	1319	6.991105
6867	7941	6.992610
8886	3951	6.993222
3821	118116	6.996161
13209	15557	6.996745
2920	4440	6.997723
6537	4587	7.002437
3092	5586	7.007453
2072	4890	7.010790
7607	10819	7.012292
13531	10729	7.012976
5447	2912	7.014501
4436	1686	7.014552
765	117219	7.015561
12706	13951	7.018843
7097	5575	7.020992
8796	6315	7.026234
14135	12272	7.028844
4427	2505	7.029766
8903	9132	7.031583
9347	8233	7.034187
746	4962	7.035016
3821	7963	7.038163
13268	9505	7.038738
8886	8016	7.039021
8832	9621	7.040030
8832	7874	7.041492
3821	4844	7.044779
746	2497	7.045663
13268	15404	7.049453
8903	10328	7.049897
4436	2900	7.058448
7097	8198	7.058928
6867	7643	7.059343
6537	4346	7.063782
765	3521	7.064774
9236	12717	7.064802
746	3951	7.071541
4427	43	7.075744
8832	10795	7.079286
7607	4298	7.080382
5348	7921	7.081720
4436	6702	7.082848
6686	10718	7.086657
5447	4510	7.087844
13268	11220	7.088949
3092	728	7.091733
14135	12114	7.093542
5348	7083	7.094268
4436	2475	7.095366
9347	6960	7.099663
6537	8645	7.103145
4427	2854	7.103909
8832	9859	7.106672
14135	12530	7.109394
1067	1193	7.111951
13847	12186	7.113263
14328	11020	7.133157
13701	12720	7.134014
8832	9295	7.141274
7607	10361	7.143216
12706	13874	7.143847
10602	7751	7.149003
3419	4164	7.149295
5447	5772	7.150435
7607	10944	7.150779
7097	7243	7.150968
3821	118243	7.151084
3821	330	7.151112
14328	11220	7.153093
9640	10830	7.154335
13209	15696	7.155048
8645	6539	7.155490
9236	13429	7.156853
8886	10633	7.167841
3821	117957	7.169032
13209	15323	7.170471
4427	8148	7.172674
9598	2628	7.172781
9007	7387	7.172783
1562	1821	7.173992
8832	6492	7.175997
13268	16712	7.177484
3092	4185	7.178926
10602	7189	7.181132
5348	8240	7.185062
3179	3083	7.185565
6867	8369	7.185777
9487	10826	7.186975
12706	11603	7.187368
1067	194	7.194659
9598	15547	7.195051
5364	7580	7.195890
6686	5251	7.199036
13268	15444	7.199568
765	118234	7.203094
13701	12247	7.206288
9007	7506	7.206309
3419	3056	7.207145
9640	6813	7.214971
3092	4317	7.219852
14328	17772	7.220073
746	5021	7.220698
1067	1645	7.221517
7607	7513	7.225826
8102	9061	7.228690
765	115907	7.229485
10602	9459	7.231335
9640	12181	7.232450
7607	10115	7.237072
14328	16228	7.237411
9347	11671	7.238063
7083	7751	7.239668
11767	90182	7.240512
2072	117571	7.243503
9007	7115	7.243863
8903	6669	7.246624
3179	117472	7.248115
5165	2256	7.249625
9236	5477	7.250911
11767	62561	7.252373
11767	62572	7.257446
8886	11020	7.258716
7607	10924	7.261132
1562	145	7.262460
6686	10729	7.264722
13531	10718	7.267306
7607	10814	7.269917
13268	10944	7.269946
8886	9480	7.272748
9236	13884	7.275980
14328	17858	7.280613
1562	117541	7.288722
14328	16826	7.289566
9598	10309	7.290782
5447	6315	7.291121
7588	8593	7.294270
7588	6631	7.294761
3092	5679	7.295948
9598	17056	7.300288
8796	6776	7.302385
8903	6492	7.312259
3821	117863	7.313010
2920	4427	7.317172
13847	11043	7.318009
9007	12484	7.318718
3092	544	7.319962
2021	117105	7.322279
13268	10366	7.322328
9598	12239	7.322961
7588	3405	7.323179
9236	4563	7.325187
4427	8886	7.326477
3179	117299	7.327274
4427	118116	7.327908
3821	695	7.328958
3179	7251	7.330058
8886	6093	7.330874
8796	8544	7.333253
9236	4879	7.335840
9007	12653	7.335902
13268	13462	7.336714
9347	11212	7.338179
4436	4501	7.341950
6686	10633	7.346442
14135	12148	7.352840
3092	1473	7.353596
4427	5251	7.355128
13847	11121	7.355409
3179	330	7.359525
4436	6776	7.361556
6686	3544	7.361654
3419	4371	7.361750
3821	8115	7.370698
1562	2846	7.371078
1562	118209	7.371670
6537	4257	7.372596
9487	11738	7.373260
3821	3300	7.374337
7607	8847	7.377271
13847	16156	7.378239
3419	3455	7.378487
8886	13665	7.380680
7607	4501	7.385394
13847	16112	7.390654
14135	16358	7.394462
2920	117551	7.398275
14135	12828	7.400979
13847	16870	7.401746
2920	6242	7.401746
6867	10035	7.405029
8102	6272	7.413082
3821	118077	7.413414
7097	5571	7.414025
13531	16340	7.422005
7097	6868	7.423355
9640	10064	7.424327
8645	10642	7.425948
2021	110712	7.428455
1067	116972	7.428866
11767	36547	7.429588
7097	9295	7.438037
746	1921	7.438570
4436	5993	7.439109
4436	5650	7.441690
8886	3988	7.443838
6867	9951	7.446484
2081	2663	7.446596
3821	8046	7.447361
9884	12332	7.448977
3179	117301	7.452314
2081	4770	7.455535
13209	12640	7.455631
4436	6711	7.458274
9007	12775	7.459873
14135	15900	7.462969
10064	7321	7.466154
11767	102208	7.470322
7083	3807	7.472416
3419	983	7.472470
14328	16177	7.472472
4436	1575	7.473439
13847	10832	7.477867
6537	6589	7.478858
5447	7444	7.481525
9236	11001	7.482667
7607	10340	7.487546
765	50	7.488519
13531	16335	7.490285
4427	9220	7.492938
8886	4440	7.501787
3821	8148	7.508603
12706	12647	7.508649
4436	7321	7.508746
3419	3909	7.510821
9640	12623	7.511822
8102	6789	7.514387
9598	9564	7.519996
8886	4151	7.523921
12706	14040	7.524109
8645	6564	7.524249
8645	11029	7.524731
13847	11867	7.536333
677	699	7.536946
2920	4151	7.539920
6686	1960	7.540045
2920	43	7.541162
14328	10944	7.546076
5364	6283	7.546091
7588	7189	7.547041
9598	2422	7.550827
6686	9505	7.552065
3419	4587	7.552347
6537	4371	7.555753
8796	8930	7.559619
12706	11261	7.560714
7607	7444	7.561049
8796	9836	7.561340
9640	12768	7.564665
14135	12022	7.564750
6537	5833	7.565051
6867	10111	7.567621
13531	16602	7.572028
8903	9533	7.572573
1562	3559	7.572825
13531	16974	7.577812
3179	7294	7.578461
5165	8552	7.580267
11767	41208	7.581463
5364	6687	7.582296
8796	6702	7.583396
746	302	7.586121
7607	4675	7.586139
13209	15241	7.586151
746	114365	7.586507
8832	10053	7.589233
3179	117450	7.593012
9487	11687	7.599316
5348	2256	7.604408
765	3903	7.606197
9640	6999	7.607711
2081	522	7.610197
10064	9132	7.611362
8903	7436	7.611569
8645	6670	7.612052
9487	8198	7.616464
746	114622	7.617828
7083	10602	7.619663
7097	7505	7.622993
8796	11486	7.623349
5165	2711	7.625588
9640	7321	7.631344
2021	1647	7.637538
677	2912	7.637734
3419	1803	7.640419
2920	1269	7.641297
2072	5165	7.647243
14328	16252	7.653883
13531	10924	7.656675
4436	5544	7.660104
2072	117075	7.660428
14328	10361	7.661126
3179	4786	7.663666
7588	3277	7.665295
13531	16470	7.665305
8645	6272	7.665538
7083	6592	7.667278
10064	7147	7.672089
8645	7597	7.674594
10064	12990	7.675323
10064	7906	7.675457
14328	10633	7.678323
6686	3299	7.678871
9347	6789	7.678916
9236	4200	7.678926
2021	109584	7.680143
10064	12982	7.680893
7607	11220	7.681666
3821	5589	7.686272
3821	8020	7.686624
8886	4446	7.688805
1562	3552	7.691794
2021	108759	7.698496
2081	4890	7.699535
8796	9021	7.699680
12706	13717	7.704342
8832	10535	7.706676
7083	8882	7.707097
7083	3583	7.707329
2081	950	7.711894
2920	4911	7.712012
8796	11432	7.715669
14328	10729	7.719220
13268	12690	7.719819
8796	9001	7.721427
7607	5542	7.721740
2081	1195	7.723397
14328	16712	7.725138
7588	3352	7.731762
2920	6486	7.732492
2920	117133	7.732859
8886	5361	7.735412
6867	3807	7.736357
7083	9685	7.741544
6537	6429	7.741932
8796	6193	7.742567
746	5361	7.745171
6537	6226	7.745834
8832	6669	7.748130
4436	1366	7.748537
2021	1074	7.751755
7097	8903	7.751811
5165	8240	7.753444
7607	6794	7.754329
7097	9533	7.758384
7607	9640	7.758699
8796	11548	7.760073
8886	13367	7.761401
5165	3527	7.761950
2081	5300	7.763535
12706	10273	7.764350
677	116310	7.765438
13531	10819	7.766143
3179	695	7.767265
7097	5310	7.767938
10602	10111	7.771823
3179	117133	7.774355
9884	11486	7.779436
1562	3909	7.779633
7607	5336	7.783554
6537	7450	7.786977
765	2711	7.787166
746	2474	7.787523
8832	10203	7.793006
13209	10540	7.793462
4436	1473	7.793506
8796	6512	7.797286
13531	10227	7.800138
8886	6685	7.800427
13847	13947	7.802376
11767	14844	7.805553
13209	13328	7.806078
9598	9312	7.807205
6537	6717	7.807769
746	1415	7.810806
3179	3951	7.811261
11767	13055	7.817589
7588	3170	7.818650
677	116505	7.820494
13209	11651	7.820911
3821	1415	7.822941
5447	7818	7.830252
9236	12876	7.831268
7083	8320	7.832058
11767	51502	7.833214
5447	7513	7.836728
3821	6312	7.836949
9640	12305	7.838347
9598	5626	7.838627
5165	4770	7.850693
6686	11020	7.850898
2081	88	7.853346
5348	4200	7.854645
7588	4200	7.854860
2081	117219	7.855309
13209	14649	7.857271
13531	10562	7.858179
5447	8086	7.858883
2920	117299	7.870620
5348	3489	7.872241
13268	15863	7.872395
13531	9505	7.881821
9884	8387	7.884136
746	114163	7.884669
2072	107	7.886386
7588	9022	7.886865
9640	12072	7.888912
6867	8593	7.890560
13531	16281	7.891214
6686	6692	7.894740
14135	11738	7.895537
3092	5772	7.896641
13209	15191	7.901200
7607	11313	7.905614
14328	10718	7.905775
3179	7617	7.907047
9598	14417	7.908223
3821	117472	7.916181
8796	11415	7.917672
14328	17437	7.928637
6537	7345	7.928807
14135	13717	7.928946
2021	7568	7.931732
13209	10446	7.932978
5364	5951	7.935448
746	3299	7.936979
3092	5447	7.937095
1067	117628	7.937821
4436	7444	7.939830
746	5240	7.947619
9236	12394	7.950547
13268	17707	7.950767
5348	9007	7.951136
4436	2225	7.951525
9347	11907	7.953343
2072	5300	7.958016
6867	3521	7.958419
8645	7362	7.959479
9598	5947	7.959771
4436	6025	7.962298
11767	66878	7.967979
5364	5594	7.969308
8796	6025	7.969864
677	1473	7.971474
11767	10054	7.971996
9487	11261	7.972358
746	114104	7.975177
3419	5170	7.981674
746	117551	7.983017
2021	4293	7.990234
5364	3552	7.990966
9640	7493	7.991613
10064	7818	7.994152
13701	14814	7.994697
7607	4023	7.995178
4436	7147	7.996297
13268	17342	7.996340
13268	8847	7.996378
2920	4475	7.996392
9884	11698	7.998346
7588	10138	8.001334
13209	10535	8.001814
12706	11427	8.003880
5348	9085	8.007799
6686	7965	8.008623
2920	4962	8.011968
8886	13133	8.012179
8886	14502	8.012396
3179	116912	8.017299
9598	7593	8.020113
3092	4288	8.022899
12706	14915	8.024114
13209	12086	8.025125
8886	11279	8.025441
8886	3299	8.026007
9640	12287	8.027562
9487	7819	8.027649
7588	10602	8.028418
9598	9573	8.031371
5348	8957	8.031761
746	379	8.032258
1562	117420	8.033680
3092	1686	8.035655
1067	3632	8.036840
4427	4212	8.037284
5348	9685	8.040614
4427	6692	8.043570
746	117265	8.043836
9347	7450	8.045584
3821	274	8.046612
3821	117450	8.050731
14135	14764	8.053416
8102	7363	8.058059
4427	4446	8.058947
9487	7999	8.059820
6867	10096	8.063274
7607	7818	8.064244
677	116119	8.064963
7607	3965	8.067344
9347	11644	8.069597
4427	207	8.071410
9884	11548	8.071824
8886	8847	8.072798
6867	9022	8.072994
2021	11095	8.076805
6867	8240	8.079547
7607	4212	8.084412
2920	1354	8.084951
9347	7345	8.085855
9487	7505	8.086261
14328	10115	8.090248
10602	10035	8.090726
746	116991	8.091320
2920	1960	8.095526
2081	117571	8.099195
14328	13665	8.101070
13847	13147	8.110839
13531	16826	8.113055
746	2707	8.114412
13209	15861	8.117076
14135	12720	8.117626
13531	16252	8.118168
9884	10220	8.118538
13209	10795	8.119204
2081	117075	8.120879
9236	7978	8.122302
2072	4770	8.126097
13531	10379	8.128650
5447	8423	8.128778
3092	410	8.129026
9640	6411	8.129881
9236	14240	8.130151
2920	3988	8.131119
2920	118116	8.131647
13701	16142	8.132706
3419	910	8.137600
5447	2475	8.137983
13531	16587	8.142179
9007	10111	8.144808
3179	1639	8.145543
7607	5493	8.147845
13209	11840	8.151879
3419	5259	8.153688
1067	117710	8.154581
13209	13905	8.156064
3092	5936	8.156850
5348	8593	8.161370
2021	108849	8.161459
3179	4298	8.161604
9640	13036	8.163667
13268	17858	8.164401
3821	7786	8.170499
3092	394	8.170616
8832	7535	8.171079
3092	6025	8.178087
4427	9312	8.179862
677	2926	8.185158
5165	8837	8.185965
14328	10366	8.187075
14328	18217	8.189996
3821	117301	8.190479
3821	531	8.190739
12706	14607	8.192200
4427	5518	8.194683
5165	8593	8.197478
9598	5412	8.199223
4436	7513	8.199851
13847	15305	8.202381
8886	4422	8.206086
13209	16042	8.208803
7097	8544	8.214823
14135	14819	8.217241
4427	117447	8.217645
13701	11345	8.220656
7083	7588	8.220720
11767	72573	8.221757
9236	8241	8.222774
5364	7916	8.223119
13531	15209	8.227006
11767	23265	8.231126
2081	2256	8.237491
7588	3527	8.239873
7097	9627	8.241127
9640	11784	8.242815
2072	117219	8.243746
677	117710	8.250561
765	730	8.254719
7607	3801	8.259437
9640	7943	8.259821
14135	12647	8.264865
13847	12786	8.266604
8832	10540	8.272101
746	5688	8.273260
8832	8588	8.275424
4427	4998	8.275433
13531	16303	8.276294
3179	3504	8.277733
14328	17342	8.278090
9347	9677	8.281216
7097	6669	8.282614
9598	4572	8.283690
9598	1296	8.289697
13531	14668	8.290471
7097	4520	8.290661
6686	4998	8.293374
6686	10438	8.294624
3821	117299	8.297188
9884	10328	8.299041
7607	11465	8.299733
13268	14264	8.300331
13268	15770	8.300346
9347	6971	8.300700
13268	15669	8.302050
2920	117472	8.303558
10064	12623	8.305204
14328	17358	8.308014
9598	17959	8.314871
5447	2270	8.316893
13209	12990	8.317523
13531	10403	8.318264
677	117503	8.319561
2021	14521	8.321609
13847	10440	8.322790
765	115759	8.325745
13268	8704	8.326422
5447	5317	8.328041
13268	16210	8.337365
2920	116991	8.341447
4427	302	8.345166
2081	5165	8.345908
3419	696	8.348606
7607	8814	8.350538
9640	10944	8.356565
14328	15209	8.362070
9487	10854	8.363359
5364	3576	8.363656
14135	16083	8.364685
13531	17707	8.365799
5364	6605	8.366238
10602	11043	8.367507
8886	14791	8.368134
3821	3299	8.372573
2920	117301	8.382548
10064	13176	8.382782
2021	107843	8.384249
9884	12489	8.384754
9007	10035	8.390651
5364	7345	8.390764
5348	8983	8.393720
2072	3949	8.395553
4427	117450	8.395639
9598	17854	8.398792
13268	10830	8.412399
2920	5434	8.413215
13268	14502	8.418277
13209	15110	8.419760
8645	6589	8.421728
8102	9372	8.423197
14328	18453	8.424231
8796	8423	8.424360
9347	11348	8.425462
1067	118048	8.426018
14328	10830	8.426969
14135	16695	8.427720
9487	11791	8.429674
6537	9094	8.431953
3092	4436	8.433831
3092	4463	8.437027
8903	11578	8.437889
4427	9573	8.443190
677	116355	8.445573
6686	1354	8.451292
9640	11220	8.453756
3179	274	8.456434
3419	2159	8.457575
2920	116912	8.457701
5348	3583	8.457781
5447	6711	8.460993
13531	10814	8.464236
13268	15004	8.464567
13268	13700	8.466371
3821	4786	8.468311
7588	3489	8.471886
5364	7450	8.472779
7607	8922	8.473446
4436	6411	8.478942
1562	117314	8.489373
13701	16266	8.489927
8903	11678	8.491737
2021	106881	8.495418
2920	5021	8.495547
7083	10111	8.496207
4427	117957	8.499584
9347	7016	8.501998
8886	4292	8.503423
9640	10644	8.504791
746	113852	8.508788
8886	14626	8.514304
7083	11102	8.517532
3179	7963	8.519521
7607	8148	8.521927
8102	10326	8.526591
8886	8704	8.528119
10064	13257	8.528435
7588	9149	8.531384
5165	5348	8.534951
677	116465	8.536762
9236	4829	8.537525
11767	20776	8.538327
1562	343	8.538489
1562	117722	8.539554
8645	9999	8.543299
2920	418	8.543774
3179	5566	8.551088
765	115496	8.552345
13531	9990	8.553849
9236	5896	8.556430
13847	15655	8.558970
11767	36019	8.561014
6686	11279	8.561017
13531	13036	8.562649
7083	3527	8.563643
8832	9132	8.564603
8886	11060	8.568370
5447	8433	8.571465
14328	10227	8.575545
746	114212	8.575546
7083	10035	8.575680
5348	2472	8.578899
6867	3583	8.579242
4427	2497	8.581453
4427	379	8.581600
6686	1269	8.582268
8796	5772	8.584773
11767	82080	8.585685
3821	3083	8.586723
3092	699	8.586877
10064	13328	8.588860
8903	9295	8.590060
13531	17772	8.592272
12706	14954	8.595916
4427	117863	8.596473
8796	7321	8.602080
4427	9564	8.603453
8796	5936	8.605061
3092	3231	8.605400
9347	9521	8.605799
3821	4572	8.605873
5447	6193	8.609626
3092	716	8.609890
7083	9313	8.611569
1562	4257	8.614341
765	3949	8.615109
9884	12744	8.617999
9598	18438	8.618084
11767	100965	8.619995
12706	10826	8.627526
13268	15988	8.627963
13209	11678	8.628001
7083	5300	8.628922
9487	7007	8.629666
13531	12768	8.629846
5165	2388	8.630978
3092	399	8.631095
13531	16228	8.631789
8796	6669	8.633175
4427	117472	8.633296
11767	19461	8.637360
9487	11484	8.638226
8796	10795	8.639670
677	3269	8.643276
8796	9307	8.646062
9598	6312	8.646599
6686	2707	8.646701
6686	11060	8.649196
7097	5132	8.649821
13268	16244	8.650758
7097	5131	8.657305
7097	4382	8.657886
5165	7443	8.659661
9487	7597	8.660115
5348	730	8.661915
3419	602	8.662374
3179	117447	8.663573
11767	104756	8.666414
4427	3641	8.672197
14328	16499	8.674424
1067	3093	8.674739
8645	11345	8.677292
13701	11029	8.679299
4436	1086	8.680562
14328	14668	8.682602
12706	11249	8.683177
9598	8362	8.687830
2021	106424	8.689566
1562	117761	8.689806
3821	117447	8.691070
6686	5518	8.693607
3179	3478	8.693978
4436	7818	8.695049
13701	11783	8.697395
9640	8714	8.698588
9884	7906	8.703022
13847	14749	8.703227
1067	116592	8.703914
9007	8957	8.704029
1562	118178	8.705301
3092	5494	8.705714
