%  RA(deg)   DEC(deg)    HIPNum  Mag
239.396883  26.877880  78159  4.14
240.472274  58.565252  78527  4.01
241.648103 -36.802288  78918  4.22
241.851364 -20.868764  78990  4.31
242.192408  44.934906  79101  4.23
244.960094 -50.155508  80000  4.01
246.025766 -20.037327  80343  4.48
246.755979 -18.456251  80569  4.22
246.795983 -47.554786  80582  4.46
247.784866 -16.612733  80894  4.29
247.845556 -34.704366  80911  4.24
248.034164 -21.466390  80975  4.45
248.525759  42.437041  81126  4.20
249.093631 -35.255326  81304  4.18
250.769401 -77.517435  81852  4.23
251.492682  82.037262  82080  4.21
253.501965  10.165359  82673  4.39
254.896032 -53.160438  83153  4.06
258.837409 -26.602829  84405  4.33
260.206921 -12.846875  84880  4.32
260.251559 -21.112933  84893  4.39
260.920603  37.145946  85112  4.15
261.592567 -24.175310  85340  4.16
261.628668   4.140360  85355  4.34
261.838640 -29.867033  85423  4.28
262.684625  26.110645  85693  4.41
263.054169  86.586460  85822  4.35
264.136804 -38.635308  86170  4.26
265.353639 -12.875307  86565  4.24
269.625623  30.189277  87998  4.41
270.376699  21.595782  88267  4.26
270.438327   1.305076  88290  4.42
271.363690   2.500099  88601  4.03
272.145057 -63.668553  88866  4.33
272.189546  20.814557  88886  4.37
274.965457  36.064547  89826  4.33
275.189293  71.337814  89908  4.22
275.806755 -61.493901  90098  4.35
277.207745 -49.070588  90568  4.10
280.758900 -71.428113  91792  4.01
281.193156  37.605115  91971  4.34
281.415523  20.546308  92043  4.19
281.755307  18.181519  92161  4.34
281.793637  -4.747867  92175  4.22
283.054312 -62.187594  92609  4.22
283.626182  36.898613  92791  4.22
283.833756  43.946089  92862  4.08
284.237620 -67.233495  93015  4.40
284.905656  15.068298  93244  4.02
285.420113  -5.739115  93429  4.02
286.604627 -37.063437  93825  4.23
287.368090 -37.904474  94114  4.11
287.507320 -39.340796  94160  4.10
288.439531  39.145968  94481  4.43
288.887734  73.355468  94648  4.45
289.092063  38.133731  94713  4.35
290.804737 -44.799778  95294  4.27
292.176374  24.664905  95771  4.44
293.522304   7.378941  96229  4.45
294.110562  50.221103  96441  4.49
294.180324  -1.286601  96468  4.36
295.024133  18.013890  96757  4.39
295.262247  17.476041  96837  4.39
298.815406 -41.868288  98032  4.12
299.934078 -35.276305  98412  4.37
300.664502 -27.709845  98688  4.43
302.222279  77.711419  99255  4.38
303.349440  56.567722  99655  4.28
303.942228  27.814243  99874  4.50
304.411956 -12.508212 100027  4.30
305.965086  32.190172 100587  4.43
307.348898  30.368555 101076  4.01
307.395355  62.994105 101093  4.21
308.303213  11.303263 101421  4.03
309.584511  -1.105121 101847  4.31
310.864724  15.074581 102281  4.43
311.415640  30.719715 102453  4.22
311.523887 -25.270898 102485  4.13
311.664593  16.124296 102532  4.27
311.934317  -5.027701 102624  4.43
312.955379 -26.919133 102978  4.12
316.486783 -17.232861 104139  4.08
316.781950 -25.005853 104234  4.49
317.398532 -11.371693 104459  4.50
318.620063  10.006981 104858  4.47
319.353970  39.394681 105102  4.22
319.479485  34.896898 105138  4.41
319.966621 -53.449427 105319  4.39
320.521665  19.804508 105502  4.08
320.561651 -16.834542 105515  4.28
321.610857 -65.366198 105858  4.21
322.180834 -21.807180 106039  4.50
325.876920  58.780046 107259  4.23
326.035740  28.742632 107310  4.49
326.127897  17.350017 107348  4.34
326.161393  25.645036 107354  4.14
326.236708 -33.025782 107380  4.35
326.362190  61.120806 107418  4.25
326.698371  49.309570 107533  4.23
329.479478 -54.992576 108431  4.40
330.947724  64.627971 108917  4.26
331.528689 -39.543353 109111  4.47
331.609290 -13.869679 109139  4.29
332.095870 -32.988468 109285  4.50
332.496850  33.178224 109410  4.28
333.469708  39.714927 109754  4.50
333.759125  57.043587 109857  4.18
333.992403  37.748737 109937  4.14
334.208485  -7.783290 110003  4.17
335.890098  52.229047 110538  4.42
337.292776  58.415199 110991  4.07
337.382593  47.706887 111022  4.34
337.439306 -43.749224 111043  4.12
337.876378 -32.346073 111188  4.29
338.839086  -0.117498 111497  4.04
340.128580  44.276305 111944  4.50
340.163917 -27.043617 111954  4.18
341.514616 -81.381615 112405  4.13
341.673252  12.172888 112447  4.20
342.397926 -13.592632 112716  4.05
343.131395 -32.875504 112948  4.46
343.987081 -32.539628 113246  4.20
345.220048 -52.754137 113638  4.11
345.969225   3.820045 113889  4.48
346.670189 -23.743116 114119  4.48
346.719707 -43.520358 114131  4.28
346.974381  75.387496 114222  4.41
348.580665  -6.049003 114724  4.22
348.972894  -9.087737 114855  4.24
349.475897  -9.182513 115033  4.41
349.706002 -32.532027 115102  4.41
351.344934  23.404101 115623  4.42
351.511609 -20.642014 115669  4.38
351.992063   6.378992 115830  4.27
353.242747 -37.818268 116231  4.38
354.534172  43.268073 116631  4.29
354.987670   5.626292 116771  4.13
355.102117  44.333932 116805  4.15
355.511692   1.780041 116928  4.49
355.680601 -14.544905 116971  4.49
359.827873   6.863321 118268  4.03
359.979078 -65.577132 118322  4.49
  0.398766 -77.065724    122  4.78
  0.934958 -17.335988    301  4.55
  1.125494 -10.509523    355  4.99
  1.333920  -5.707618    443  4.61
  2.816072 -15.467977    910  4.89
  3.650685  20.206702   1168  4.79
  4.272909  38.681636   1366  4.61
  4.581904  36.785224   1473  4.51
  6.982077 -33.007167   2210  4.86
  7.854086 -48.803514   2472  4.76
  7.889450 -62.965561   2487  4.53
  7.943162  54.522289   2505  4.74
 10.331465 -46.085007   3245  4.59
 10.516231  50.512526   3300  4.80
 10.866957  47.024546   3414  4.95
 11.047506 -10.609550   3455  4.77
 12.208422  50.968168   3801  4.90
 12.453530  41.078911   3881  4.53
 13.252060  -1.144260   4147  4.78
 13.267486  61.123970   4151  4.80
 13.750652  58.972698   4292  4.83
 14.166271  59.181056   4422  4.62
 17.863417  21.034650   5571  4.66
 17.915153  30.089638   5586  4.51
 18.437280  24.583713   5742  4.67
 18.796338 -45.531664   5862  4.97
 19.866646  27.264059   6193  4.74
 20.020484  58.231611   6242  4.95
 20.585083  45.528778   6411  4.87
 21.405146 -14.598796   6670  4.90
 21.483424  68.130013   6692  4.72
 21.914091  45.406687   6813  4.83
 22.546313   6.143820   7007  4.84
 23.482820  59.232040   7294  4.68
 25.145071  40.577049   7818  4.96
 25.446429  42.613369   7918  4.96
 25.681292  -3.690200   7999  4.98
 27.396261 -10.686410   8497  4.66
 28.388960   3.187537   8833  4.61
 28.733881 -67.647303   8928  4.68
 29.000108  68.685242   9009  4.97
 29.167492 -22.526785   9061  4.92
 29.292002 -47.385277   9095  4.82
 29.482155  23.596061   9153  4.79
 30.575451  54.487541   9505  4.99
 31.122660 -29.296819   9677  4.68
 32.121916  37.859077   9977  4.78
 32.355568  25.939892  10053  4.98
 33.092834  30.303067  10280  4.94
 33.305517  44.231652  10340  4.84
 34.263459  34.224231  10644  4.84
 36.405928  50.278631  11313  4.73
 36.487522 -12.290480  11345  4.88
 38.021785 -15.244677  11783  4.74
 38.461267 -28.232344  11918  4.96
 38.968634   5.593246  12093  4.87
 39.890976 -11.872156  12390  4.83
 39.949969 -42.891670  12413  4.74
 40.562150  40.193944  12623  4.91
 40.862970  27.707147  12719  4.65
 41.385977 -67.616617  12876  4.83
 41.977253  29.247118  13061  4.52
 42.618583 -75.066947  13244  4.76
 42.759673 -21.004019  13288  4.76
 42.878490  35.059741  13328  4.56
 44.690292  39.662729  13879  4.68
 44.699153 -64.071284  13884  4.98
 44.765319  35.183128  13905  4.94
 44.803024  21.340429  13914  4.63
 44.928757   8.907365  13954  4.71
 46.385047  56.705719  14382  4.77
 47.822423  39.611582  14817  4.61
 47.984458  74.393659  14862  4.85
 48.725400  21.044441  15110  4.87
 48.958436  -8.819730  15197  4.80
 49.592098 -22.511118  15382  4.86
 49.682604  34.222653  15416  4.85
 49.840400   3.370198  15457  4.84
 49.996970  65.652292  15520  4.74
 50.360661  43.329651  15648  4.96
 52.012790  49.062866  16147  4.99
 52.341876  49.508948  16244  4.67
 52.344490 -62.937527  16245  4.71
 52.478099  58.878750  16281  4.55
 52.654407  -5.075145  16341  4.74
 54.273668 -40.274545  16870  4.57
 55.562095 -31.938361  17304  4.99
 55.594361  33.965026  17313  4.97
 55.708564 -37.313518  17351  4.59
 56.509714  63.345047  17587  4.78
 57.589621  71.332266  17959  4.59
 58.427928 -24.612230  18216  4.64
 59.284536  61.108883  18488  4.99
 59.356022  63.072264  18505  4.95
 59.686456 -61.400186  18597  4.56
 59.981181 -24.016215  18673  4.62
 60.325631 -61.078822  18772  4.97
 61.113173  59.155507  19018  5.00
 62.710789 -41.993573  19515  4.93
 63.484939   9.263824  19740  4.84
 63.598703 -10.256283  19777  4.87
 63.722157  40.483671  19811  4.67
 64.315253  20.578591  19990  4.93
 64.560908  50.295502  20070  4.60
 65.088399  27.350754  20250  4.97
 65.102660  34.566725  20252  4.93
 65.388195  46.498878  20354  4.80
 66.024004  17.444130  20542  4.80
 66.651551  14.713782  20732  4.69
 67.109875  16.359672  20877  4.96
 67.640137  16.194014  21029  4.78
 67.969447  -0.044011  21139  4.91
 68.462157  14.844424  21273  4.65
 69.723145 -12.123121  21644  4.99
 69.818758  15.917977  21683  4.67
 72.477660  37.488275  22453  4.89
 73.133176  14.250642  22667  4.71
 73.158251  36.703187  22678  4.79
 73.723866  10.150833  22845  4.64
 74.814207  37.890245  23179  4.93
 74.982238 -12.537416  23231  4.78
 75.356586 -20.051918  23362  4.91
 75.359770  -7.173965  23364  4.80
 75.773947  21.589962  23497  4.62
 76.101676 -35.482978  23595  4.55
 76.142290  15.404105  23607  4.65
 76.377732 -57.472704  23693  4.71
 76.669295  51.597720  23783  4.98
 76.862525  18.645052  23835  4.91
 77.424813  15.597232  24010  4.81
 78.357157  38.484498  24340  4.82
 78.439393 -67.185255  24372  4.81
 79.371208 -34.895208  24659  4.81
 79.544037  33.371613  24727  4.54
 79.785310  40.099051  24813  4.69
 79.819176  22.096494  24822  4.96
 80.112160 -21.239763  24927  4.70
 80.440616  -0.382465  25044  4.72
 80.708334   3.544452  25142  4.99
 81.106097  17.383534  25278  5.00
 81.186777   1.846445  25302  4.89
 81.709285   3.095674  25473  4.59
 81.908688  21.936965  25539  4.88
 82.433257  -1.092239  25737  4.71
 82.982750  -7.301537  25923  4.62
 83.181971  32.192022  25984  4.71
 83.761173  -6.002027  26199  4.78
 83.815927  -5.387315  26220  4.98
 83.845420  -5.416060  26235  4.98
 83.846517  -4.838358  26237  4.58
 84.721179  -7.212829  26563  4.77
 85.211311  -1.128787  26736  4.95
 85.323828  16.534148  26777  4.84
 85.619300   1.474629  26885  4.90
 87.254030  24.567535  27468  4.88
 87.293492  39.181071  27483  4.51
 87.387211  12.651324  27511  4.89
 87.760156  37.305573  27639  4.72
 88.110161   1.855134  27750  4.76
 88.278672 -33.801361  27810  4.88
 88.331859  27.612262  27830  4.56
 88.525229 -63.089627  27890  4.65
 88.711592  55.706947  27949  4.96
 88.874655 -37.120668  28010  4.97
 89.498566  25.953912  28237  4.81
 90.013956  -3.074254  28413  4.53
 90.460091 -10.597930  28574  4.92
 90.979937  20.138452  28716  4.64
 91.246372 -16.484435  28816  4.92
 91.538849 -14.935254  28910  4.67
 91.881803 -37.252920  29034  5.00
 92.574621 -54.968645  29276  4.72
 93.013665  16.130406  29434  4.95
 93.937026 -13.718414  29735  5.00
 94.711571  69.319787  29997  4.76
 94.998334  -2.944493  30093  4.91
 96.224595  49.287893  30520  4.92
 98.764118 -22.964793  31416  4.54
 99.819663 -14.145764  31827  4.82
 99.832609  42.488877  31832  4.80
100.244419   9.895754  31978  4.66
101.558883  59.441670  32438  4.86
101.832627   8.037254  32533  4.77
102.691435  41.781230  32844  4.99
102.718135 -34.367319  32855  4.99
103.387114 -20.224254  33092  4.82
103.660983  13.177827  33202  4.73
103.905962 -20.136497  33302  4.66
104.027691 -14.043430  33345  5.00
104.066627 -48.721144  33357  4.94
104.404613  45.094094  33485  4.90
105.016823  76.977408  33694  4.55
105.728236  -4.239231  33971  4.99
105.973365 -49.583920  34059  4.92
107.212784 -39.655657  34495  4.83
107.557008  -4.237106  34622  4.91
107.913857  39.320549  34752  4.91
108.305627 -45.182739  34899  4.87
108.658920 -48.271927  35020  4.75
109.145805 -27.881179  35205  4.66
109.153474 -23.315594  35210  4.83
109.576636 -36.733962  35363  4.65
109.633241  49.464756  35384  5.00
109.668246 -24.558701  35412  4.88
110.556371 -19.016600  35727  4.94
111.412071   9.276097  36041  4.99
111.678547  49.211527  36145  4.61
112.449095  12.006564  36425  4.55
112.464219 -23.024287  36431  4.85
112.677509 -30.962281  36514  4.65
112.768599  82.411466  36547  4.92
113.449847 -14.523892  36773  4.82
113.845387 -28.369323  36917  4.65
113.915511 -52.533836  36942  4.93
114.342126 -34.968530  37096  4.53
114.575191 -25.364804  37173  4.69
114.791379  34.584346  37265  4.89
114.863909 -38.308021  37297  4.84
115.096711 -15.263920  37379  4.98
115.751734  58.710360  37609  4.93
115.884944 -28.410885  37648  4.63
116.531030  18.510044  37908  4.89
117.084004 -47.077722  38089  4.69
118.265145 -49.613044  38500  4.63
118.374226  26.765783  38538  4.97
119.417110 -30.334570  38901  4.76
119.933969  -3.679583  39079  4.93
119.966878 -18.399228  39095  4.61
120.083195 -63.567456  39138  4.81
120.305562  -1.392608  39211  4.69
120.879501  27.794332  39424  4.94
122.114363  51.506671  39847  4.78
122.252792 -61.302429  39903  4.74
122.817941 -12.926999  40084  4.72
122.857886 -42.987278  40096  4.73
123.053026  17.647771  40167  4.67
123.333200 -15.788221  40259  4.99
123.372988 -35.899518  40274  4.78
125.345944 -33.054366  40945  4.83
125.632055 -48.490381  41039  4.79
128.832114 -58.009228  42134  4.84
129.926974 -29.561084  42483  4.86
130.006132 -12.475372  42509  4.98
130.053411  64.327936  42527  4.59
130.304713 -47.317125  42624  4.74
130.430567 -15.943384  42662  4.87
130.605776 -53.113984  42726  4.83
130.821442  21.468501  42806  4.66
130.918223  -7.233730  42835  4.63
132.448492 -45.307875  43347  4.94
133.881543 -27.681871  43825  4.87
134.080259 -52.723475  43878  4.68
134.243406 -59.229338  43937  4.93
135.636217  67.629619  44390  4.74
136.409893 -70.538497  44626  4.66
136.493195   5.092316  44659  4.99
136.632362  38.452215  44700  4.56
137.012002 -25.858536  44824  4.62
137.598106  67.134018  45038  4.80
137.729420  63.513633  45075  4.67
137.768329 -44.867902  45085  4.99
138.902953 -38.569942  45439  4.92
138.937832 -37.413144  45448  4.63
139.047198  54.021857  45493  4.80
139.943259 -11.974853  45751  4.77
140.120909  -9.555695  45811  4.80
140.236718 -62.404632  45856  4.79
140.373295 -25.965439  45902  4.71
140.801044 -28.833873  46026  4.71
141.826690 -22.343783  46371  4.72
142.287074  -2.768964  46509  4.59
142.311332 -35.951335  46515  4.51
142.986412  11.299827  46771  4.99
142.995534  -1.184664  46776  4.54
143.555758  36.397558  46952  4.54
143.620249  69.830343  46977  4.54
143.765958  39.621493  47029  4.81
144.302780   6.835802  47205  5.00
144.613701   4.649293  47310  4.68
144.837494 -61.328060  47391  4.51
145.320864 -23.591514  47522  4.76
145.560070 -23.915569  47592  4.93
146.050397 -27.769471  47758  4.78
147.919449 -46.547620  48374  4.58
148.026483  54.064332  48402  4.55
148.551330 -25.932345  48559  4.87
148.717536 -19.009360  48615  4.94
150.053361   8.044223  49029  4.68
151.281125 -13.064626  49402  4.60
152.234333 -51.811261  49712  4.85
154.903126 -55.029305  50555  4.59
154.934033  19.470914  50564  4.78
155.581603 -41.649960  50799  4.82
155.742272 -66.901498  50847  4.97
156.032693  65.566423  50933  4.94
156.478393  33.796120  51056  4.72
156.851962 -57.638805  51192  4.65
157.583866 -71.992793  51438  4.72
157.656582  55.980536  51459  4.82
157.758581 -73.221490  51495  4.94
157.840925 -53.715484  51523  4.89
158.307868  40.425560  51658  4.72
158.772836  75.712948  51808  4.86
159.307186 -27.412634  51979  4.87
159.388635 -13.384543  52009  4.89
159.645637 -16.876572  52085  4.91
159.680053  31.976238  52098  4.68
159.687484 -59.182997  52102  4.69
160.558833 -64.466426  52370  4.76
160.884540 -60.566619  52468  4.58
161.028810 -63.961072  52502  4.80
161.713413 -64.383474  52736  4.87
163.494758  43.189956  53295  4.66
164.179380 -37.137766  53502  4.60
165.140203   3.617494  53807  4.84
165.186677   6.101449  53824  4.98
165.456977  -2.484585  53907  4.73
166.254281   7.336007  54182  4.62
166.332948 -27.293612  54204  4.92
166.635116 -62.424113  54301  4.62
168.150054 -60.317625  54751  4.59
168.800954  23.095502  54951  4.56
169.782921  38.185557  55266  4.76
170.706601  43.482703  55560  4.99
170.802846 -36.164769  55588  5.00
171.152463 -10.859323  55687  4.81
171.984333   2.856265  55945  4.95
172.578722  -3.003501  56127  4.77
173.068349 -29.261023  56280  4.93
173.690235 -54.264091  56480  4.62
174.170472  -9.802247  56633  4.70
175.053288 -34.744660  56922  4.70
